255.253,654.769,39
255.506,652.438,39
256.593,650.504,39
256.535,648.097,39
256.536,645.713,39
256.537,643.33,39
256.317,641.033,39
255.678,638.864,39
254.611,637.535,39
252.372,637.25,39
250.325,636.496,39
247.926,636.535,39
246.023,635.375,39
243.582,635.515,39
241.196,635.524,39
238.813,635.523,39
236.431,635.525,39
233.984,635.462,39
232.606,636.47,39
232.121,638.656,39
230.443,640.379,39
230.136,642.635,39
229.501,644.755,39
229.487,647.132,39
229.333,649.579,39
230.523,651.469,39
231.198,653.573,39
232.075,655.599,39
233.766,657.363,39
235.679,658.185,39
237.026,660.292,39
238.214,661.609,39
239.803,663.453,39
241.151,664.559,39
243.15,665.613,39
243.951,667.626,39
244.139,668.931,39
245.053,668.674,39
246.56,667.14,39
248.528,664.612,39
250.826,661.375,39
253.322,657.712,39
