131.769,25.9611,154
129.1,25.9567,154
126.446,25.9892,154
123.912,26.2996,154
122.246,28.3737,154
120.76,30.533,154
119.992,32.8841,154
119.922,35.5233,154
118.91,37.7719,154
119.049,40.4975,154
119.067,43.1606,154
119.469,45.6636,154
120.311,48.0495,154
121.599,50.4232,154
123.461,52.3253,154
125.347,54.2116,154
127.237,56.0936,154
129.216,57.8638,154
131.289,59.3384,154
132.72,61.7669,154
134.913,62.9317,154
137.094,64.0921,154
139.343,65.5175,154
141.726,66.7029,154
144.091,68.0011,154
146.712,68.0982,154
147.971,66.7127,154
149.53,64.6461,154
149.879,61.9227,154
149.837,59.209,154
150.67,56.7368,154
150.668,54.0684,154
150.669,51.4003,154
150.082,48.8278,154
149.787,46.2075,154
149.79,43.5391,154
149.12,41.1486,154
148.849,38.5947,154
148.151,36.2479,154
146.853,34.1849,154
145.046,32.3622,154
142.824,30.7361,154
140.277,29.2628,154
137.5,27.8987,154
134.585,26.6001,154
