321.255,603.257,91
318.707,603.205,91
316.386,604.102,91
313.873,604.379,91
311.601,605.549,91
309.062,606.056,91
307.11,607.525,91
304.959,608.833,91
303.127,610.572,91
301.035,611.95,91
299.248,613.748,91
297.543,615.594,91
296.84,618.07,91
295.344,620.079,91
295.398,622.639,91
295.378,625.165,91
295.373,627.699,91
295.347,630.239,91
295.81,632.709,91
296.109,635.228,91
296.971,637.554,91
297.762,639.765,91
299.426,641.578,91
301.528,642.559,91
303.365,643.174,91
305.886,643.104,91
307.659,641.269,91
309.446,639.47,91
311.246,637.68,91
312.949,635.85,91
313.732,633.639,91
315.354,631.775,91
316.683,629.79,91
318.523,628.017,91
319.852,626.032,91
320.985,623.966,91
322.096,621.891,91
323.361,619.88,91
324.891,617.975,91
325.865,615.944,91
328.327,615.98,91
329.0,614.657,91
328.201,612.204,91
326.35,608.944,91
323.867,605.2,91
