249.809,610.4,100
247.591,611.459,100
245.189,612.05,100
242.884,613.356,100
240.493,614.56,100
238.295,616.049,100
237.045,618.371,100
235.271,620.284,100
234.219,622.505,100
233.423,624.824,100
232.138,627.13,100
230.368,629.114,100
229.086,631.449,100
227.979,633.883,100
226.272,635.9,100
225.637,638.442,100
224.905,640.915,100
223.675,643.281,100
222.537,645.674,100
221.709,648.203,100
220.813,650.711,100
220.624,653.323,100
219.829,655.792,100
219.026,658.257,100
218.876,660.876,100
218.86,663.528,100
219.472,666.067,100
220.783,668.202,100
222.768,669.438,100
224.041,671.662,100
226.429,672.375,100
228.409,674.358,100
230.7,675.2,100
233.161,676.055,100
235.399,677.056,100
237.799,677.673,100
240.327,677.98,100
242.959,678.036,100
245.409,678.53,100
247.866,679.008,100
250.141,679.927,100
252.782,679.96,100
255.437,679.96,100
258.092,679.96,100
260.747,679.96,100
263.402,679.96,100
266.058,679.962,100
268.712,679.958,100
271.362,679.947,100
274.029,679.975,100
276.443,679.413,100
278.707,678.045,100
281.064,676.796,100
283.562,676.102,100
285.445,674.234,100
287.559,672.454,100
288.477,670.183,100
289.332,667.887,100
290.345,665.474,100
290.366,662.829,100
291.349,660.58,100
291.305,657.907,100
291.311,655.254,100
291.312,652.599,100
291.31,649.945,100
291.293,647.294,100
291.392,644.615,100
290.333,642.21,100
290.353,639.549,100
290.487,636.838,100
289.363,634.65,100
288.312,632.432,100
288.415,629.662,100
286.975,627.421,100
286.517,624.964,100
285.409,622.766,100
284.673,620.357,100
283.417,618.837,100
281.951,617.188,100
280.684,615.237,100
279.033,614.258,100
277.049,612.567,100
274.885,611.373,100
272.638,610.388,100
270.395,609.395,100
267.714,609.468,100
265.29,608.489,100
262.64,608.469,100
259.984,608.48,100
257.336,608.616,100
254.695,608.89,100
252.057,609.248,100
