237.257,605.564,103
234.742,606.185,103
232.831,608.022,103
230.886,609.805,103
228.65,611.218,103
227.41,613.525,103
225.496,615.352,103
223.628,617.217,103
222.621,619.457,103
221.784,621.898,103
220.697,624.084,103
220.137,626.489,103
219.803,628.995,103
218.408,631.287,103
218.044,633.882,103
216.938,636.052,103
215.94,638.274,103
215.95,640.915,103
215.962,643.556,103
215.963,646.192,103
215.885,648.847,103
216.688,651.293,103
217.214,653.803,103
218.593,656.14,103
218.877,658.753,103
220.626,660.782,103
221.151,663.314,103
221.897,665.755,103
223.797,667.625,103
225.39,669.647,103
226.658,671.497,103
229.079,672.175,103
231.123,673.773,103
233.676,674.268,103
236.11,675.128,103
238.59,676.004,103
241.192,676.175,103
243.431,677.139,103
246.095,677.07,103
248.734,677.062,103
251.371,677.062,103
254.007,677.062,103
256.643,677.062,103
259.279,677.062,103
261.915,677.06,103
264.557,677.074,103
267.19,677.066,103
269.607,676.539,103
272.063,676.102,103
274.677,676.031,103
277.342,676.135,103
279.741,675.128,103
282.183,674.307,103
284.64,673.582,103
286.98,672.687,103
289.157,671.653,103
289.834,669.304,103
291.266,667.478,103
292.319,665.32,103
292.996,662.811,103
294.253,660.695,103
294.999,658.204,103
295.178,655.613,103
295.177,652.976,103
294.766,650.511,103
294.205,648.106,103
293.91,645.54,103
293.277,643.047,103
292.284,640.821,103
291.336,638.578,103
290.341,636.349,103
289.076,634.02,103
287.852,631.651,103
287.557,629.021,103
286.511,627.428,103
286.465,624.824,103
285.469,622.427,103
284.588,620.16,103
283.556,617.951,103
282.6,615.711,103
281.06,613.705,103
279.267,611.72,103
277.096,610.601,103
274.933,609.458,103
272.731,608.417,103
270.233,607.692,103
268.105,606.443,103
265.375,606.661,103
263.201,605.544,103
260.55,605.581,103
257.916,605.576,103
255.279,605.576,103
252.643,605.576,103
250.007,605.568,103
247.374,605.472,103
244.745,605.288,103
242.118,605.042,103
239.493,604.758,103
