359.237,394.372,163
356.657,394.766,163
354.097,395.258,163
351.522,395.773,163
349.157,397.001,163
346.747,397.573,163
344.839,399.46,163
344.475,402.001,163
343.879,404.505,163
343.873,407.146,163
343.833,409.803,163
345.696,411.493,163
347.689,413.155,163
349.919,414.514,163
352.339,415.468,163
354.824,416.136,163
357.443,416.238,163
359.85,417.241,163
362.509,417.221,163
364.563,415.801,163
366.416,413.941,163
367.602,411.786,163
369.209,409.628,163
369.513,407.067,163
370.267,404.604,163
370.218,401.95,163
370.18,399.271,163
372.321,398.843,163
373.232,398.942,163
371.499,398.221,163
367.878,396.914,163
363.124,395.256,163
